12:00:10	RW-MJ-73
12:00:14	07-SD-12
12:00:18	GX-62-38
12:00:20	45-NK-JX
12:00:21	DX-89-EH
12:00:30	ZS-24-74
12:00:35	09-PQ-23
12:00:40	NG-24-DB
12:00:43	QW-23-56
12:00:57	MN-25-TR
12:00:59	02-RV-WE
12:01:08	ME-72-XD
12:01:16	YH-34-OS
12:01:20	UI-55-ZZ
12:01:27	CF-QW-46
12:01:30	TR-MD-68
12:01:39	03-LC-TF
12:01:56	GF-PY-26
12:01:57	57-AS-74
12:02:01	YG-SL-94
12:02:03	54-NK-JX
12:02:13	WM-20-PF
12:02:21	NS-20-FW
12:02:25	PR-22-WD
12:02:30	MJ-HF-73
12:02:41	ST-RC-01
12:02:41	ST-RC-02
12:02:44	ST-RC-03
12:02:48	PO-LI-CE
12:02:59	TG-ZS-93
12:03:12	98-54-FJ
12:03:15	HP-81-SS
12:03:24	EL-89-10
12:03:31	MD-GJ-36
12:03:32	KG-00-DF
12:03:37	PW-CF-45
12:03:46	34-SR-52
12:03:50	MF-TF-24
12:04:13	TL-WV-33
12:04:23	12-TG-LK
12:04:25	BN-08-SP
12:04:30	34-DF-HT
12:04:39	DT-20-SQ
12:04:56	RG-52-68
12:05:00	92-FB-56
12:05:12	PL-VF-52
12:05:16	46-25-FG
12:05:40	FD-07-KS
12:05:43	34-YH-92
12:05:45	MG-YW-24
12:05:50	09-VS-JZ
12:06:00	TG-UH-12
12:06:01	DW-DD-34
12:06:19	46-FV-35
12:06:23	95-LI-NK
12:06:25	PL-ZS-46
12:06:30	FG-22-JT
12:06:33	FG-34-76
12:06:39	66-NB-12
12:06:51	74-BG-51
12:06:52	37-35-FT
12:06:58	GB-WY-34
12:07:03	CV-36-GH
12:07:18	46-TZ-35
12:07:19	63-15-YM
12:07:26	MK-45-24
12:07:27	PL-84-24
12:07:30	KN-35-XF
12:07:40	19-HG-82
12:07:47	ND-26-HP
12:07:49	RF-74-KJ
12:07:58	XR-BV-32
12:08:08	FR-37-83
12:08:13	MN-FJ-35
12:08:14	HN-SW-50
12:08:23	77-CC-TT
12:08:27	KL-WR-44
12:08:30	GQ-XC-69
12:08:36	91-VT-CR
12:08:45	FB-SK-42
12:08:57	KM-23-17
12:08:58	MT-ZH-35
12:08:59	WT-31-DC
12:09:03	82-NL-13
12:09:10	MJ-HF-63
12:09:17	PT-92-74
12:09:20	09-QC-GN
12:09:33	MN-89-SL
12:09:36	JM-85-PQ
12:09:40	61-36-DT
12:09:47	02-JW-44
12:09:55	QW-21-KX
12:09:58	YC-00-WT
